"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",45130,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",6473,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",22573,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",58164,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",16480,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",5857,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",11561,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",44978,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",35477,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",8484,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",15155,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",59161,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",6707,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",23144,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",43501,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",1268,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",14200,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",106567,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",6242,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",5932,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",50365,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",11698,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",46319,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",37254,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",8722,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",15551,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",61170,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",14063,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",3342,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",58539,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",17026,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",71252,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",44931,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",107554,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",6158,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",5867,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",50132,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",11701,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",46150,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",36930,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",8918,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",15367,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",61510,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",14136,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",3349,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",70782,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",44417,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",6498,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",23414,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",58537,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",16982,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",14198,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",42914,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",1238,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",6097,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",14540,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",1281,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",51262,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",110812,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",12010,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",5995,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",46883,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",38395,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",9336,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",15725,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",63705,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",14409,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",3386,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",71677,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",45508,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",6504,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",23922,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",58784,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",17235,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y31","31 anni","99","totale","2020","2020",44185,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",1241,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",14198,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",109093,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",5920,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",49585,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",5977,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",11537,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",46864,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",37573,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",9027,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",15373,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",63408,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",57281,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",17404,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",43190,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",14156,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",3428,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",44564,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",69391,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",6418,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y32","32 anni","99","totale","2020","2020",23467,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",43888,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",1244,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",14100,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",110118,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",6050,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",5873,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",50111,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",11856,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",47438,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",37676,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",9190,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",15931,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",63823,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",14547,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",3340,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",68832,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",44199,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",6253,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",23184,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",57332,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y33","33 anni","99","totale","2020","2020",17417,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",49328,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",39462,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",16290,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",66870,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",14947,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",3438,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",70390,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",45113,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",9496,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",44234,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",6513,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",23295,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",57824,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",18119,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",1299,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",6031,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",14741,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",12394,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",6178,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",113852,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y34","34 anni","99","totale","2020","2020",52727,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",45395,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",1310,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",14620,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",116544,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",6180,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",6084,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",52812,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",12598,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",50482,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",40126,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",9619,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",16481,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",69063,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",15232,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",3427,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",71437,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",45872,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",6639,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",23663,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",58992,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y35","35 anni","99","totale","2020","2020",18438,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y36","36 anni","99","totale","2020","2020",46805,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y36","36 anni","99","totale","2020","2020",15011,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y36","36 anni","99","totale","2020","2020",6273,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y36","36 anni","99","totale","2020","2020",3479,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y36","36 anni","99","totale","2020","2020",72005,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y36","36 anni","99","totale","2020","2020",46187,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y36","36 anni","99","totale","2020","2020",6540,,
